amc_template_name,start_date,end_date,path,path_occurrences,impressions,total_cost,users_that_purchased,sales_amount,purchases,user_purchase_rate,ntb_users_that_purchased,ntb_sales_amount,ntb_purchases,ntb_user_percentage,ntb_purchases_percentage,insight1,insight2
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP NTB], [4, DSP Conversão], [5, SP], [6, SD]]",22,829,4.485147534623556,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB]]",22,493,7.260619737944066,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, SD]]",22,1292,12.457579990734342,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Conversão]]",22,1161,12.405678857803649,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SB], [4, SD]]",22,1264,6.91511718706103,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP], [4, SB]]",22,1336,21.43298494274791,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SB SOV], [4, DSP Conversão], [5, DSP Consideração], [6, DSP Awareness], [7, SP]]",22,2805,27.039532915245402,1,114.1805,1,0.0455,0,54.8260,0,0.0,0.0,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, SP]]",22,1014,10.276934208246251,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, SB]]",22,1086,6.797144315218292,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, SP], [6, DSP Awareness]]",22,1193,11.97034614994939,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SB], [4, SD]]",22,1310,11.127773327482572,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP NTB]]",22,533,7.771998236163784,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SB], [4, DSP Consideração]]",22,1534,28.509907093704292,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, SP]]",22,1602,11.89963140929863,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SB], [4, DSP Conversão], [5, DSP Awareness], [6, SB SOV]]",22,1936,32.20731768547929,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão], [4, SP], [5, SD], [6, SB]]",22,2568,24.153407894976667,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, DSP Awareness], [4, SD], [5, DSP NTB], [6, SB], [7, SP]]",21,2180,26.103071310129717,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, DSP Awareness]]",21,532,7.878003462769063,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB]]",21,777,10.265873350426732,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, SP]]",21,436,3.9483693985763013,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração]]",21,560,9.777410088017422,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB]]",21,662,8.68845684869828,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão], [3, DSP Awareness], [4, SB], [5, DSP Consideração]]",21,783,5.263397770540448,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Awareness], [4, DSP NTB]]",21,652,11.996354427446601,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, SD], [4, SP]]",21,917,16.218532883199497,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Conversão]]",21,330,5.846442103412846,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SD], [3, SP]]",21,432,7.180166056621955,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, DSP Consideração], [4, SB]]",21,1509,25.87402027839819,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Conversão], [4, DSP NTB]]",21,1401,12.572320133944883,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, SP], [4, DSP NTB]]",21,1672,18.03551367165639,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SB], [4, DSP Conversão], [5, DSP NTB], [6, SP]]",21,2197,14.000581481559886,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP Conversão], [4, SP], [5, DSP NTB]]",21,1008,17.233939027597966,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, DSP Conversão]]",21,1213,4.872306037889106,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SP], [3, DSP NTB], [4, SD], [5, SB]]",21,1319,19.599789244708905,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, DSP Conversão], [4, DSP NTB], [5, SB SOV], [6, DSP Consideração], [7, SP], [8, SB]]",21,2773,35.27982173495362,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SD], [4, SP], [5, DSP Awareness], [6, DSP Conversão], [7, SB SOV], [8, DSP Consideração]]",20,669,12.934082461136176,1,193.3017,1,0.05,1,114.7303,1,1.0,1.0,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SP], [4, SD], [5, SB]]",20,1994,9.21964688806302,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SB], [4, SD], [5, DSP NTB]]",20,1388,23.411962844158246,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, DSP Awareness], [4, DSP Conversão], [5, SP], [6, SD], [7, DSP Consideração]]",20,1808,12.257040858334287,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SD]]",20,307,1.3516216548886306,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP NTB], [3, SD], [4, DSP Awareness], [5, DSP Conversão], [6, SB], [7, SP]]",20,2171,27.589177910957744,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, DSP Conversão], [4, SP], [5, DSP NTB], [6, DSP Consideração], [7, SD]]",20,1286,15.766617964318897,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Awareness], [4, SP], [5, DSP Conversão], [6, SD]]",20,1927,38.31618356314856,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, SB], [4, SP], [5, DSP NTB]]",20,696,2.838164709720275,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB], [4, SP]]",20,744,10.25286031859087,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Awareness], [4, DSP Conversão], [5, DSP NTB]]",20,1174,22.953888884838467,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SP], [4, SD], [5, DSP Conversão]]",20,870,15.618568022422266,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Conversão], [4, SD], [5, DSP Awareness], [6, DSP NTB]]",20,2187,33.72448487024946,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, DSP Conversão]]",19,975,18.317994970049906,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, SP], [4, SB], [5, DSP NTB], [6, DSP Conversão]]",19,705,3.7625308304071234,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SD], [3, SB], [4, SP]]",19,857,15.584807519102087,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, DSP NTB], [4, SB]]",19,738,10.174197739227035,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, DSP Awareness]]",19,393,7.034087616461884,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Awareness], [4, DSP Conversão]]",19,370,5.878273925118096,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB SOV], [2, SD], [3, SB]]",19,713,7.639585553986102,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, SP]]",19,600,4.165267120119382,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness]]",19,370,3.09612735454294,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, DSP NTB], [4, SP], [5, SB]]",19,1865,31.10193323037806,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SB], [3, SP], [4, DSP Conversão], [5, DSP Awareness]]",19,719,10.094115938835309,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, DSP Conversão], [4, DSP Awareness], [5, SB], [6, SP], [7, DSP Consideração]]",19,1318,5.418282970367183,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Awareness], [3, SB]]",19,715,6.45441990551882,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SP], [4, DSP Awareness]]",19,1450,15.834788087506638,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB]]",19,379,3.9506412587416735,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SD], [4, SB SOV], [5, SB]]",19,1765,31.42801695271868,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, DSP Awareness], [4, SB], [5, DSP Conversão], [6, SP]]",19,1392,13.356281445611554,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, DSP Consideração], [4, SB]]",19,1098,7.351301540786988,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, SP], [4, SD]]",19,1295,15.419169014465803,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB], [3, DSP Conversão], [4, DSP NTB], [5, SP], [6, DSP Awareness], [7, SD]]",19,1188,22.02435773819392,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, DSP Awareness], [4, DSP Conversão], [5, DSP NTB], [6, SB]]",19,1122,10.696091250689221,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Conversão], [4, SB SOV], [5, SD], [6, DSP Awareness], [7, DSP NTB]]",19,575,5.992224466910494,1,174.6475,1,0.0526,0,79.4083,0,0.0,0.0,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Conversão], [3, SB], [4, SB SOV]]",18,430,3.7214119048357985,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP NTB]]",18,1016,14.792797516010554,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, DSP NTB], [4, SB], [5, SP]]",18,410,7.769190375801483,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Consideração], [4, DSP Conversão], [5, DSP NTB], [6, DSP Awareness]]",18,1201,17.359886564778883,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SB], [4, DSP NTB], [5, DSP Awareness], [6, SD], [7, SB SOV]]",18,2250,42.778212058698486,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP NTB], [4, DSP Awareness], [5, SD]]",18,478,4.12120169794597,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, DSP NTB]]",18,304,2.703646405021496,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, DSP Awareness]]",18,239,4.16135865883874,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Conversão], [3, DSP Awareness], [4, SP], [5, DSP NTB], [6, SD]]",18,1828,8.315800388611395,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, SB], [4, SB SOV], [5, SD], [6, DSP NTB], [7, SP], [8, DSP Awareness]]",18,2624,40.53575279743224,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Conversão], [3, SB], [4, SP], [5, SD]]",18,706,13.485224321260315,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SD], [4, SP], [5, SB]]",18,808,6.380015178374421,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP NTB], [4, SD], [5, DSP Conversão], [6, SP]]",18,1884,33.84029510640169,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, DSP Awareness], [4, SB], [5, DSP NTB], [6, DSP Conversão], [7, DSP Consideração]]",18,2070,23.449593922971356,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, SP]]",18,695,5.282666560540354,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SB], [3, SP], [4, DSP NTB], [5, DSP Awareness]]",18,1711,10.480911822494969,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SB], [3, DSP Conversão]]",18,750,5.08064404293125,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Awareness], [3, SB], [4, DSP Conversão], [5, SP], [6, DSP NTB], [7, SD]]",18,1083,20.0552399699901,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SP], [3, DSP Awareness], [4, DSP Conversão]]",17,1284,13.571480072027159,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, SB], [4, DSP Conversão]]",17,402,2.4933846201893615,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, SB], [4, DSP NTB], [5, DSP Awareness]]",17,1703,19.335374066293472,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP NTB], [3, SP]]",17,587,4.90021931562323,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP NTB], [3, SD]]",17,506,5.928967692759832,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Consideração], [3, SP], [4, DSP Awareness]]",17,1222,14.572480869243613,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SP], [3, SD], [4, SB], [5, DSP Conversão]]",17,1239,24.48641485692277,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, SP], [3, SB], [4, DSP Conversão], [5, DSP NTB]]",17,721,8.880480931826044,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SB], [4, DSP Conversão]]",17,802,5.919150662466634,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, DSP Awareness], [3, SP], [4, DSP Conversão]]",17,797,11.919711963724087,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, DSP Conversão], [3, SB], [4, SP]]",17,454,4.668009783830575,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SB]]",17,368,6.9542099655077845,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Consideração], [3, SD], [4, DSP Awareness], [5, DSP Conversão], [6, DSP NTB], [7, SB]]",17,1769,18.80204629355986,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP NTB], [3, SB SOV], [4, SD], [5, DSP Awareness], [6, SB], [7, DSP Conversão]]",17,826,15.349873320210301,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SP], [3, SD]]",17,595,5.918701305216543,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Awareness], [3, DSP Conversão], [4, SD]]",17,1135,13.330606784925623,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SD], [4, SB], [5, DSP Conversão], [6, DSP NTB], [7, SP]]",17,2151,15.837023403093907,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP NTB], [3, DSP Conversão], [4, DSP Awareness], [5, SP], [6, SB], [7, DSP Consideração]]",17,752,10.011787016599419,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, DSP Consideração], [3, SP], [4, SD]]",17,968,18.579572642510843,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, SD], [3, DSP Awareness], [4, SB], [5, SP]]",17,477,6.419042471967538,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, SB], [4, DSP Conversão], [5, DSP Consideração], [6, DSP NTB], [7, SP]]",17,1209,19.55879137018057,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SB], [2, SD], [3, DSP Awareness], [4, SP]]",17,458,3.6436377161672584,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SD], [3, SB], [4, DSP Awareness]]",17,469,4.236116030254794,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, SD]]",17,292,3.751389267369572,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, SD], [3, SP], [4, SB SOV]]",16,302,4.113410398303882,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SP], [3, DSP Conversão]]",16,246,2.625933755409648,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SP], [4, DSP Awareness], [5, SB]]",16,888,11.621688597506628,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Awareness], [3, SB]]",16,713,11.784411727998583,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, SB], [3, DSP Conversão]]",16,448,7.073026796589588,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Awareness], [2, SB], [3, DSP NTB], [4, SP]]",16,719,4.233224940175494,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP NTB], [3, SB]]",16,809,7.544839503469765,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Consideração], [2, SB SOV], [3, DSP NTB], [4, DSP Conversão], [5, SP], [6, SB], [7, DSP Awareness], [8, SD]]",16,1374,16.828022293275712,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SP], [2, DSP Conversão], [3, SB], [4, DSP Awareness], [5, SD]]",16,1418,23.90160481045218,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP Conversão], [2, DSP Awareness], [3, DSP NTB], [4, SP]]",16,435,7.925742005907294,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, DSP NTB], [2, DSP Consideração], [3, DSP Conversão], [4, SP], [5, DSP Awareness], [6, SB], [7, SD]]",16,1998,18.74433357180774,0,0.0000,0,0.0,0,0.0000,0,,,,
Path to Conversion by Campaign Groups,2026-01-01,2026-03-31,"[[1, SD], [2, DSP Consideração], [3, SP], [4, DSP NTB]]",16,731,8.999367409170755,0,0.0000,0,0.0,0,0.0000,0,,,,
